Id,Type,Transaction_type,Payer,Payee,Amount,Transaction_date
13896,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13897,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13898,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13899,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13900,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13901,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13902,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13903,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13904,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13905,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13906,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13907,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13908,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13909,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13910,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13911,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13912,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13913,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13914,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13915,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13916,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13917,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13918,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13919,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13920,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13921,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13922,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13923,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13924,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13925,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13926,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13927,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13928,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13929,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13930,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13931,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13932,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13933,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13934,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13935,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13936,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13937,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13938,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13939,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13940,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13941,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13942,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13943,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13944,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13945,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13946,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13947,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13948,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13949,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13950,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13951,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13952,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13953,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13954,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13955,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13956,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13957,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13958,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13959,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13960,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13961,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13962,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13963,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13964,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13965,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13966,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13967,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13968,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13969,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13970,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13971,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13972,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13973,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13974,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13975,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13976,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13977,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13978,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13979,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13980,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13981,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13982,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13983,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13984,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13985,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13986,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13987,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13988,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13989,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13990,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13991,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13992,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13993,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13994,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13995,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13996,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13997,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13998,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
13999,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14000,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14001,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14002,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14003,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14004,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14005,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14006,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14007,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14008,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14009,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14010,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14011,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14012,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14013,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14014,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14015,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14016,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14017,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14018,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14019,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14020,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14021,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14022,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14023,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14024,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14025,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14026,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14027,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14028,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14029,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14030,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14031,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14032,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14033,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14034,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14035,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14036,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14037,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14038,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14039,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14040,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14041,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14042,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14043,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14044,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14045,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14046,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14047,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14048,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14049,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14050,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14051,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14052,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14053,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14054,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14055,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14056,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14057,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14058,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14059,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14060,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14061,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14062,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14063,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14064,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14065,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14066,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14067,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14068,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14069,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14070,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14071,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14072,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14073,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14074,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14075,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14076,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14077,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14078,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14079,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14080,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14081,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14082,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14083,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14084,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14085,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14086,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14087,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14088,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14089,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14090,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14091,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14092,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14093,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14094,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14095,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14096,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14097,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14098,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14099,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14100,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14101,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14102,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
14103,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 19:10
